z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty,twoNeutronSeparationEnergy,twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy,twoProtonSeparationEnergyUncertainty,doubleBetaMinus,doubleBetaMinusUncertainty,doubleElectronCapture,doubleElectronCaptureUncertainty,electronCaptureOneProtonEmission,electronCaptureOneProtonEmissionUncertainty,betaMinusOneNeutronEmission,betaMinusOneNeutronEmissionUncertainty,betaMinusTwoNeutronEmission,betaMinusTwoNeutronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty,pairingGap,pairingGapUncertainty,firstExcitedStateEnergy,firstExcitedStateEnergyUncertainty,firstTwoPlusEnergy,firstTwoPlusEnergyUncertainty,firstThreeMinusEnergy,firstThreeMinusEnergyUncertainty,firstFourPlusEnergy,firstFourPlusEnergyUncertainty,firstFourPlusOverFirstTwoPlusEnergy,firstFourPlusOverFirstTwoPlusEnergyUncertainty,quadrupoleDeformation,quadrupoleDeformationUncertainty,BE4DBE2,BE4DBE2Uncertainty,thermalNeutronCapture,thermalNeutronFission,FY235U,FY235UUncertainty,FY239Pu,FY239PuUncertainty,FY252Cf,FY252CfUncertainty,FY238U,FY238UUncertainty,FY241U,FY241UUncertainty,cFY235U,cFY235UUncertainty,cFY239Pu,cFY239PuUncertainty,cFY252Cf,cFY252CfUncertainty,cFY238U,cFY238UUncertainty,cFY241U,cFY241UUncertainty,secondTwoPlusEnergy,secondTwoPlusEnergyUncertainty
28,52,80Ni,0,24,ms,+26-17,0+,β⁻,100.0,,-23200.0,600.0,13400.0,671.0,,,,,,,,,-15000.0,848.0,2030.0,556.0,,,,,28400.0,600.0,,,,,11000.0,609.0,5400.0,848.0,8080.0,7.0,-145.0,7.0,1110.0,588.0,,,,,,,,,,,,,,,,,1.55e-14,9.98e-15,0.0,0.0,2.09e-13,1.34e-13,5.36e-12,3.43e-12,,,1.55e-14,9.98e-15,0.0,0.0,2.09e-13,1.34e-13,5.36e-12,3.43e-12,,,,
28,50,78Ni,0,122.2,ms,5.1,0+,β⁻,100.0,,-34800.0,400.0,9910.0,400.0,-19500.0,806.0,-20500.0,806.0,,,,,-16600.0,640.0,3390.0,377.0,,,,,22600.0,400.0,,,,,5910.0,400.0,-41.0,565.0,8230.0,5.0,-140.0,5.0,2160.0,411.0,,,,,,,,,,,,,,,,,5.02e-11,3.21e-11,2.37e-12,1.52e-12,8.39e-11,5.37e-11,1.56e-09,1e-09,,,5.02e-11,3.21e-11,2.37e-12,1.52e-12,8.39e-11,5.37e-11,1.57e-09,1e-09,,,,
28,37,65Ni,0,2.5175,h,0.0005,5/2-,β⁻,100.0,,-65100.0,0.483,2130.0,0.699,-5940.0,2.13,-6960.0,2.13,,,,,-8630.0,2.65,1450.0,1.38,,,,,786.0,0.691,-13900.0,5.13,-17400.0,5.04,-7770.0,0.247,-15600.0,0.683,8730.0,0.0074,35.1,0.0074,1420.0,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,38,66Ni,0,54.6,h,0.3,0+,β⁻,100.0,,-66000.0,1.39,251.0,1.54,-9590.0,14.0,-10600.0,14.0,,,,,-9550.0,3.12,1780.0,1.96,,,,,2890.0,1.58,-15900.0,4.33,-22000.0,5.29,-6810.0,1.53,-16700.0,1.97,8730.0,0.0212,31.3,0.0212,1570.0,1.76,,,,,,,,,,,0.156,0.0195,,,,,5.77e-11,3.69e-11,6.77e-10,4.33e-10,3.34e-11,2.14e-11,8.07e-10,5.16e-10,,,7.2e-10,2.3e-10,2.18e-09,9.85e-10,5.25e-10,2.36e-10,3.71e-08,1.18e-08,,,,
28,35,63Ni,0,100.8,y,1.2,1/2-,β⁻,100.0,,-65500.0,0.426,66.9,0.0149,-3660.0,18.5,-4680.0,18.5,,,,,-7270.0,0.429,1240.0,0.413,,,,,-3290.0,1.54,-9870.0,4.32,-13900.0,2.82,-10700.0,0.478,-19600.0,0.602,8760.0,0.0068,31.3,0.0068,1400.0,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,39,67Ni,0,21,s,1,(1/2)-,β⁻,100.0,,-63700.0,2.88,3570.0,3.02,-8420.0,7.06,-9440.0,7.06,,,,,-10500.0,5.18,2260.0,3.24,,,,,4130.0,2.98,-18000.0,4.78,-20900.0,5.01,-5550.0,2.95,-12600.0,4.08,8690.0,0.0431,21.9,0.0431,992.0,2.62,,,,,,,,,,,,,,,,,9.03e-10,5.78e-10,2.28e-09,1.46e-09,2.75e-10,1.76e-10,1.95e-08,1.24e-08,,,3.59e-09,1.61e-09,4.32e-09,2.77e-09,1.42e-09,6.43e-10,2.14e-07,9.63e-08,,,,
28,48,76Ni,0,234.7,ms,2.7,0+,β⁻,100.0,,-42100.0,300.0,8790.0,300.0,-16500.0,583.0,-17500.0,583.0,,,,,-15300.0,583.0,1740.0,327.0,,,,,20100.0,300.0,-31600.0,671.0,-34700.0,671.0,4200.0,300.0,-2320.0,424.0,8330.0,4.0,-94.6,4.0,1370.0,309.0,,,,,,,,,,,,,,,,,5.01e-09,3.21e-09,3.93e-10,2.52e-10,2.35e-09,1.51e-09,1.76e-08,1.12e-08,,,5.01e-09,3.21e-09,3.93e-10,2.52e-10,2.36e-09,1.51e-09,1.77e-08,1.13e-08,,,,
28,49,77Ni,0,158.5,ms,4.2,,β⁻,100.0,,-37300.0,400.0,11500.0,400.0,-15400.0,721.0,-16400.0,721.0,,,,,-15700.0,640.0,2250.0,377.0,,,,,21400.0,400.0,,,-34000.0,721.0,5560.0,400.0,977.0,565.0,8270.0,5.0,-118.0,5.0,1180.0,367.0,,,,,,,,,,,,,,,,,5.63e-10,3.6e-10,3.44e-11,2.2e-11,4.07e-10,2.61e-10,6.69e-09,4.28e-09,,,5.63e-10,3.6e-10,3.44e-11,2.2e-11,4.07e-10,2.61e-10,6.7e-09,4.28e-09,,,,
28,46,74Ni,0,507.7,ms,4.6,0+,β⁻,100.0,,-48700.0,200.0,7300.0,200.0,-15100.0,447.0,-16100.0,447.0,,,,,-14200.0,361.0,1510.0,206.0,,,,,17000.0,200.0,-28000.0,539.0,-32000.0,539.0,2210.0,200.0,-5050.0,282.0,8430.0,3.0,-53.2,3.0,1500.0,193.0,,,,,,,,,,,0.14,0.0243,,,,,4.57e-08,2.93e-08,1.34e-08,8.63e-09,2.07e-08,1.33e-08,1.9e-07,1.21e-07,,,4.57e-08,2.93e-08,1.34e-08,8.63e-09,2.08e-08,1.33e-08,1.91e-07,1.22e-07,,,,
28,47,75Ni,0,332.2,ms,3.1,,β⁻,100.0,,-44200.0,200.0,10200.0,200.0,-13600.0,447.0,-14700.0,447.0,,,,,-14700.0,447.0,1550.0,244.0,,,,,18300.0,200.0,-29500.0,632.0,-30800.0,539.0,3690.0,200.0,-1390.0,282.0,8360.0,3.0,-74.9,3.0,1190.0,246.0,,,,,,,,,,,,,,,,,1.52e-08,9.79e-09,2.63e-09,1.68e-09,8.32e-09,5.33e-09,6.65e-08,4.25e-08,,,1.52e-08,9.79e-09,2.63e-09,1.68e-09,8.34e-09,5.34e-09,6.66e-08,4.26e-08,,,,
28,40,68Ni,0,29,s,2,0+,β⁻,100.0,,-63400.0,2.98,2100.0,3.37,-11800.0,4.87,-12800.0,4.87,,,,,-10900.0,5.83,1900.0,3.44,,,,,6540.0,3.08,-19500.0,193.0,-25000.0,4.84,-4210.0,3.11,-13300.0,4.21,8680.0,0.0438,20.6,0.0438,1600.0,3.16,,,,,,,,,,,0.1,0.00813,,,,,4.18e-09,2.68e-09,1.12e-08,7.23e-09,1.49e-09,9.59e-10,7.42e-08,4.74e-08,,,7.04e-09,4.51e-09,1.44e-08,9.27e-09,3.73e-09,2.39e-09,2.79e-07,1.25e-07,,,,
28,41,69Ni,0,11.4,s,0.3,(9/2+),β⁻,100.0,,-59900.0,3.72,5750.0,3.97,-9590.0,85.7,-10600.0,85.7,,,,,-11100.0,6.32,1570.0,3.78,,,,,8430.0,3.8,-20700.0,200.0,-23300.0,193.0,-2480.0,4.04,-8800.0,5.26,8620.0,0.054,15.9,0.054,1360.0,3.21,,,,,,,,,,,,,,,,,1.11e-08,7.16e-09,3.66e-08,2.34e-08,5.64e-09,3.61e-09,1.74e-07,1.11e-07,,,1.45e-08,9.34e-09,4.13e-08,2.64e-08,8.98e-09,5.75e-09,3.47e-07,2.22e-07,,,,
28,44,72Ni,0,1.57,s,0.05,0+,β⁻,100.0,,-54200.0,2.23,5550.0,2.63,-13900.0,300.0,-14900.0,300.0,,,,,-12700.0,193.0,1120.0,96.5,,,,,13900.0,3.09,-24900.0,500.0,-29500.0,400.0,413.0,2.68,-7390.0,3.16,8520.0,0.0311,-16.4,0.0311,1460.0,2.28,,,,,,,,,,,,,,,,,7.59e-08,4.86e-08,8.49e-08,5.43e-08,3.74e-08,2.39e-08,2.69e-07,1.72e-07,,,7.65e-08,4.9e-08,8.53e-08,5.46e-08,3.88e-08,2.48e-08,2.82e-07,1.8e-07,,,,
28,45,73Ni,0,838,ms,28,(9/2+),β⁻,100.0,,-50100.0,2.42,8870.0,3.1,-12100.0,300.0,-13100.0,300.0,,,,,-13300.0,200.0,1110.0,100.0,,,,,15400.0,3.05,-26100.0,500.0,-28100.0,500.0,1600.0,2.79,-3530.0,3.42,8450.0,0.0332,-33.8,0.0332,1330.0,111.0,,,,,,,,,,,,,,,,,7.12e-08,4.56e-08,3.48e-08,2.23e-08,3.39e-08,2.17e-08,4.26e-07,2.72e-07,,,7.15e-08,4.58e-08,3.49e-08,2.23e-08,3.44e-08,2.2e-08,4.34e-07,2.77e-07,,,,
28,42,70Ni,0,6,s,0.3,0+,β⁻,100.0,,-59200.0,2.14,3760.0,2.4,-12600.0,11.1,-13700.0,11.1,,,,,-11500.0,4.62,1300.0,2.84,,,,,10300.0,2.87,-22300.0,300.0,-27300.0,200.0,-1540.0,2.55,-9780.0,3.03,8600.0,0.0306,8.41,0.0306,1520.0,2.64,,,,,,,,,,,0.179,0.0146,,,,,2.77e-08,1.77e-08,9.26e-08,5.93e-08,1.45e-08,9.34e-09,2.92e-07,1.86e-07,,,2.99e-08,1.91e-08,9.62e-08,6.16e-08,1.79e-08,1.15e-08,3.93e-07,2.51e-07,,,,
28,43,71Ni,0,2.55,s,0.04,(9/2+),β⁻,100.0,,-55400.0,2.23,7300.0,2.68,-11000.0,465.0,-12000.0,465.0,,,,,-12100.0,4.42,1270.0,2.66,,,,,11900.0,3.47,-23400.0,400.0,-25800.0,300.0,-501.0,2.48,-5810.0,3.16,8540.0,0.0315,-3.27,0.0315,1310.0,2.21,,,,,,,,,,,,,,,,,4.34e-08,2.78e-08,7.48e-08,4.79e-08,2.87e-08,1.84e-08,3.07e-07,1.96e-07,,,4.49e-08,2.87e-08,7.61e-08,4.87e-08,3.15e-08,2.02e-08,3.51e-07,2.24e-07,,,,
29,39,68Cu,0,30.8,s,0.6,1+,β⁻,100.0,,-65500.0,1.58,4440.0,1.76,-2100.0,3.37,-3120.0,3.37,,,,,-8190.0,20.0,1370.0,10.0,,,,,1510.0,2.13,-13900.0,4.17,-17500.0,6.63,-5750.0,1.75,-12800.0,2.24,8700.0,0.0233,33.1,0.0233,960.0,1.39,,,,,,,,,,,,,,,,,7.35e-11,4.71e-11,1.15e-09,7.42e-10,6.85e-11,4.39e-11,1.17e-09,7.48e-10,,,7.35e-11,4.71e-11,1.15e-09,7.42e-10,6.85e-11,4.39e-11,1.17e-09,7.48e-10,,,,
29,38,67Cu,0,61.81,h,0.1,3/2-,β⁻,100.0,,-67300.0,0.892,560.0,0.829,-3570.0,3.02,-4590.0,3.02,,,,,-7890.0,18.5,1320.0,9.31,,,,,-440.0,1.32,-11900.0,6.5,-18100.0,14.0,-6490.0,0.845,-17500.0,1.26,8730.0,0.0133,39.0,0.0133,1400.0,1.06,,,,,,,,,,,,,,,,,9.67e-12,6.19e-12,1.55e-10,9.98e-11,7.17e-12,4.59e-12,1.58e-10,1.01e-10,,,3.6e-09,1.15e-09,4.47e-09,2.01e-09,1.43e-09,6.47e-10,2.15e-07,6.88e-08,,,,
29,37,66Cu,0,5.09,m,0.009,1+,β⁻,100.0,,-66200.0,0.649,2640.0,0.925,-251.0,1.54,-1270.0,1.54,,,,,-7250.0,18.5,1090.0,9.31,,,,,-2530.0,1.22,-9840.0,13.9,-14300.0,2.18,-8410.0,0.367,-16300.0,0.917,8730.0,0.0098,34.4,0.0098,1030.0,0.714,,,,,,,,,,,,,,,,,1.42e-13,9.15e-14,1.37e-11,8.83e-12,3.29e-13,2.11e-13,1.96e-12,1.25e-12,,,7.21e-10,2.31e-10,2.2e-09,9.94e-10,5.25e-10,2.36e-10,3.71e-08,1.18e-08,,,,
29,35,64Cu,0,12.7007,h,0.0013,1+,β⁻,38.5,0.3,-65400.0,0.427,579.0,0.644,1670.0,0.205,652.0,0.205,,,,,-6190.0,0.377,1050.0,0.727,,,,,-6590.0,1.47,-5630.0,20.0,-10800.0,18.5,-11200.0,1.54,-20300.0,0.603,8730.0,0.0067,25.4,0.0067,997.0,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,49,78Cu,0,331.3,ms,1.9,(6-),β⁻,100.0,,-44700.0,13.3,12600.0,13.4,-9910.0,400.0,-10900.0,400.0,,,,,-13600.0,400.0,1550.0,200.0,,,,,18900.0,13.3,-29400.0,700.0,-30100.0,600.0,5920.0,13.4,1370.0,18.8,8350.0,0.17,-93.4,0.17,845.0,53.3,,,,,,,,,,,,,,,,,1.08e-07,6.97e-08,9.78e-09,6.26e-09,4.93e-08,3.16e-08,7.98e-07,5.1e-07,,,1.08e-07,6.97e-08,9.78e-09,6.26e-09,4.94e-08,3.16e-08,8e-07,5.12e-07,,,,
29,48,77Cu,0,469.8,ms,1.8,5/2-,β⁻,100.0,,-48800.0,1.21,9920.0,2.31,-11500.0,400.0,-12500.0,400.0,,,,,-13300.0,300.0,1060.0,150.0,,,,,17100.0,2.7,-26900.0,600.0,-30400.0,500.0,5360.0,1.89,-2440.0,1.71,8410.0,0.0157,-67.7,0.0157,977.0,6.73,,,,,,,,,,,,,,,,,4.44e-07,2.84e-07,5.42e-08,3.47e-08,8.89e-08,5.69e-08,1.22e-06,7.8e-07,,,4.45e-07,2.85e-07,5.43e-08,3.48e-08,8.93e-08,5.72e-08,1.23e-06,7.87e-07,,,,
29,47,76Cu,0,637,ms,8,3-,β⁻,100.0,,-50900.0,0.913,11300.0,1.71,-8790.0,300.0,-9810.0,300.0,,,,,-13100.0,300.0,1210.0,150.0,,,,,15300.0,2.15,-25300.0,500.0,-27700.0,400.0,3500.0,2.15,-1360.0,1.29,8440.0,0.012,-56.8,0.012,684.0,0.954,,,,,,,,,,,,,,,,,8.27e-07,5.29e-07,1.65e-07,1.06e-07,1.89e-07,1.21e-07,9.79e-07,6.26e-07,,,8.32e-07,5.33e-07,1.65e-07,1.06e-07,1.91e-07,1.22e-07,9.97e-07,6.38e-07,,,,
29,42,71Cu,0,19.4,s,1.4,3/2-,β⁻,100.0,,-62700.0,1.49,4610.0,3.04,-7300.0,2.68,-8320.0,2.68,,,,,-9810.0,6.61,819.0,3.4,,,,,7420.0,1.69,-18300.0,465.0,-23400.0,11.0,-1210.0,2.42,-10400.0,2.1,8630.0,0.021,25.7,0.021,1330.0,1.37,,,,,,,,,,,,,,,,,3.47e-08,2.22e-08,2.11e-07,1.35e-07,2.56e-08,1.64e-08,1.38e-07,8.83e-08,,,7.96e-08,5.1e-08,2.87e-07,1.84e-07,5.72e-08,3.66e-08,4.89e-07,3.12e-07,,,,
29,41,70Cu,0,44.5,s,0.3,6-,β⁻,100.0,,-62900.0,1.08,6580.0,2.2,-3760.0,2.4,-4780.0,2.4,,,,,-8990.0,14.0,747.0,7.18,,,,,5930.0,1.61,-16400.0,11.0,-19800.0,85.7,-2620.0,1.34,-9110.0,1.53,8640.0,0.0155,30.7,0.0155,1240.0,1.27,,,,,,,,,,,,,,,,,4.45e-09,2.85e-09,6.57e-08,4.21e-08,4.19e-09,2.68e-09,3.71e-08,2.37e-08,,,1.93e-08,1.24e-08,1.13e-07,7.29e-08,1.31e-08,8.44e-09,2.34e-07,1.49e-07,,,,
29,40,69Cu,0,2.9,m,0.1,3/2-,β⁻,100.0,,-65700.0,1.39,2680.0,1.6,-5750.0,3.97,-6770.0,3.97,,,,,-8970.0,2.5,1290.0,1.66,,,,,3590.0,1.84,-15300.0,85.7,-21300.0,4.1,-3800.0,1.59,-13900.0,1.97,8690.0,0.0203,35.5,0.0203,1460.0,1.37,,,,,,,,,,,,,,,,,1.13e-09,7.29e-10,1.65e-08,1.06e-08,8.97e-10,5.74e-10,1.16e-08,7.42e-09,,,1.56e-08,1e-08,5.8e-08,3.71e-08,9.88e-09,4.45e-09,3.58e-07,1.61e-07,,,,
29,46,75Cu,0,1.224,s,0.003,5/2(-),β⁻,100.0,,-54400.0,0.718,8080.0,2.08,-10200.0,200.0,-11200.0,200.0,,,,,-12500.0,465.0,1010.0,232.0,,,,,13900.0,0.982,-23900.0,400.0,-28200.0,400.0,3210.0,2.61,-5010.0,1.01,8490.0,0.00959,-31.1,0.00959,976.0,3.14,,,,,,,,,,,,,,,,,1e-06,6.46e-07,4.41e-07,2.82e-07,2.58e-07,1.65e-07,1.41e-06,9.02e-07,,,1.01e-06,6.52e-07,4.44e-07,2.84e-07,2.67e-07,1.71e-07,1.48e-06,9.47e-07,,,,
29,45,74Cu,0,1.606,s,0.012,2-,β⁻,100.0,,-56000.0,6.14,9750.0,6.64,-7300.0,200.0,-8320.0,200.0,,,,,-11900.0,12.5,891.0,7.02,,,,,12000.0,6.83,-22400.0,400.0,-25300.0,300.0,1510.0,6.42,-4000.0,8.69,8520.0,0.083,-21.6,0.083,722.0,4.46,,,,,,,,,,,,,,,,,6.81e-07,4.36e-07,6.29e-07,4.03e-07,2.51e-07,1.61e-07,1.36e-06,8.7e-07,,,7.27e-07,4.65e-07,6.43e-07,4.12e-07,2.72e-07,1.74e-07,1.55e-06,9.92e-07,,,,
29,44,73Cu,0,4.2,s,0.12,3/2-,β⁻,100.0,,-58900.0,1.94,6600.0,2.69,-8870.0,3.1,-9900.0,3.1,,,,,-11000.0,85.7,798.0,42.8,,,,,10700.0,2.56,-21000.0,300.0,-25900.0,300.0,1080.0,2.89,-7800.0,2.74,8560.0,0.0266,2.05,0.0266,1090.0,3.43,,,,,,,,,,,,,,,,,4.7e-07,3.01e-07,7.1e-07,4.55e-07,1.69e-07,1.08e-07,1.24e-06,7.93e-07,,,5.41e-07,3.46e-07,7.45e-07,4.77e-07,2.03e-07,1.3e-07,1.68e-06,1.07e-06,,,,
29,43,72Cu,0,6.63,s,0.03,2-,β⁻,100.0,,-59700.0,1.39,8360.0,2.55,-5550.0,2.63,-6570.0,2.63,,,,,-10500.0,4.1,813.0,2.37,,,,,8800.0,1.61,-19400.0,300.0,-22700.0,465.0,-525.0,2.99,-6360.0,1.97,8580.0,0.0194,11.3,0.0194,1060.0,1.57,,,,,,,,,,,,,,,,,1.26e-07,8.12e-08,5.22e-07,3.34e-07,7.91e-08,5.06e-08,2.87e-07,1.83e-07,,,2.03e-07,9.17e-08,6.08e-07,3.89e-07,1.17e-07,7.55e-08,5.68e-07,2.55e-07,,,,
29,53,82Cu,0,33,ms,+7-6,,β⁻,100.0,,-25700.0,400.0,16500.0,400.0,-15000.0,894.0,-16000.0,894.0,,,,,-12800.0,806.0,1180.0,492.0,,,,,27200.0,400.0,,,,,12300.0,400.0,9770.0,565.0,8100.0,5.0,-126.0,5.0,462.0,415.0,,,,,,,,,,,,,,,,,1.47e-12,9.47e-13,3.35e-14,2.15e-14,5.63e-12,3.6e-12,2.49e-10,1.59e-10,,,1.47e-12,9.47e-13,3.35e-14,2.15e-14,5.63e-12,3.6e-12,2.49e-10,1.59e-10,,,,
29,52,81Cu,0,73.2,ms,6.8,,β⁻,100.0,,-31900.0,300.0,14200.0,300.0,-15800.0,761.0,-16800.0,761.0,,,,,-12400.0,671.0,1080.0,367.0,,,,,25700.0,300.0,,,,,11600.0,300.0,5370.0,424.0,8180.0,4.0,-113.0,4.0,717.0,346.0,,,,,,,,,,,,,,,,,0.0,0.0,2.79e-12,1.79e-12,9.14e-11,5.85e-11,3.13e-09,2e-09,,,0.0,0.0,2.79e-12,1.79e-12,9.14e-11,5.85e-11,3.14e-09,2e-09,,,,
29,51,80Cu,0,113.3,ms,6.4,,β⁻,100.0,,-36600.0,300.0,14900.0,300.0,-13400.0,671.0,-14400.0,671.0,,,,,-13400.0,583.0,1800.0,328.0,,,,,22500.0,300.0,,,,,8680.0,300.0,4660.0,424.0,8240.0,4.0,-120.0,4.0,489.0,283.0,,,,,,,,,,,,,,,,,5.24e-10,3.35e-10,7.22e-11,4.62e-11,9.55e-10,6.11e-10,2.82e-08,1.8e-08,,,5.24e-10,3.35e-10,7.22e-11,4.62e-11,9.55e-10,6.11e-10,2.82e-08,1.8e-08,,,,
29,50,79Cu,0,241,ms,3.3,,β⁻,100.0,,-42400.0,104.0,11000.0,105.0,-14200.0,511.0,-15200.0,511.0,,,,,-14200.0,413.0,2490.0,213.0,,,,,20100.0,104.0,,,-34300.0,707.0,7000.0,104.0,238.0,148.0,8320.0,1.32,-108.0,1.32,1680.0,176.0,,,,,,,,,,,,,,,,,0.0,0.0,1.12e-09,7.23e-10,9.45e-09,6.05e-09,2.97e-07,1.9e-07,,,0.0,0.0,1.12e-09,7.23e-10,9.45e-09,6.05e-09,2.98e-07,1.9e-07,,,,
30,53,83Zn,0,119,ms,16,,β⁻,100.0,,-36200.0,300.0,12900.0,300.0,-15900.0,583.0,-16900.0,583.0,,,,,-10500.0,583.0,415.0,360.0,,,,,24600.0,300.0,,,-32800.0,855.0,8560.0,300.0,5190.0,424.0,8220.0,4.0,-94.3,4.0,769.0,314.0,,,,,,,,,,,,,,,,,6.31e-10,4.04e-10,4.9e-11,3.14e-11,2.67e-09,1.71e-09,9.34e-08,5.98e-08,,,6.31e-10,4.04e-10,4.9e-11,3.14e-11,2.67e-09,1.71e-09,9.35e-08,5.98e-08,,,,
30,52,82Zn,0,177.7,ms,2.5,0+,β⁻,100.0,,-42300.0,3.07,10600.0,3.91,-16500.0,400.0,-17600.0,400.0,,,,,-9850.0,400.0,174.0,296.0,,,,,23100.0,3.8,-31500.0,800.0,-33500.0,700.0,7240.0,4.48,767.0,4.34,8300.0,0.0375,-85.9,0.0375,1050.0,166.0,,,,,,,,,,,,,,,,,1.07e-07,6.91e-08,1.74e-09,1.11e-09,1.69e-08,1.08e-08,9.3e-07,5.95e-07,,,1.07e-07,6.91e-08,1.74e-09,1.11e-09,1.69e-08,1.08e-08,9.31e-07,5.95e-07,,,,
30,54,84Zn,0,53.6,ms,8.1,0+,β⁻,100.0,,-31800.0,400.0,12200.0,401.0,-18100.0,640.0,-19100.0,640.0,,,,,-11000.0,721.0,450.0,458.0,,,,,26300.0,400.0,,,,,9350.0,400.0,4950.0,565.0,8170.0,5.0,-92.3,5.0,1160.0,425.0,,,,,,,,,,,,,,,,,1.21e-08,7.8e-09,1.02e-12,6.59e-13,1.27e-10,8.19e-11,6.55e-09,4.19e-09,,,1.21e-08,7.8e-09,1.02e-12,6.59e-13,1.27e-10,8.19e-11,6.56e-09,4.19e-09,,,,
30,51,81Zn,0,299.4,ms,4.2,(5/2+),β⁻,100.0,,-46100.0,5.03,11400.0,5.99,-14200.0,300.0,-15300.0,300.0,,,,,-11200.0,400.0,962.0,200.0,,,,,20000.0,5.43,-30100.0,700.0,-30200.0,600.0,4950.0,5.8,206.0,7.11,8350.0,0.0621,-88.2,0.0621,781.0,4.08,,,,,,,,,,,,,,,,,0.0,0.0,3.54e-08,2.27e-08,9.75e-08,6.24e-08,3.37e-06,2.15e-06,,,0.0,0.0,3.54e-08,2.27e-08,9.76e-08,6.25e-08,3.37e-06,2.15e-06,,,,
30,50,80Zn,0,561.9,ms,2.9,0+,β⁻,100.0,,-51600.0,2.58,7570.0,3.87,-14900.0,300.0,-15900.0,300.0,,,,,-11800.0,300.0,1470.0,150.0,,,,,17800.0,3.3,-28400.0,600.0,-30700.0,500.0,2820.0,2.85,-4080.0,3.65,8420.0,0.0323,-80.0,0.0323,1830.0,3.3,,,,,,,,,,,0.141,0.0149,,,,,2.41e-06,1.54e-06,3.29e-07,2.11e-07,3.75e-07,2.4e-07,1.04e-05,6.66e-06,,,2.41e-06,1.54e-06,3.29e-07,2.11e-07,3.76e-07,2.41e-07,1.04e-05,6.68e-06,,,,
30,42,72Zn,0,46.5,h,0.1,0+,β⁻,100.0,,-68100.0,2.14,442.0,2.29,-8360.0,2.55,-9380.0,2.55,,,,,-7100.0,3.67,-192.0,2.12,,,,,4440.0,2.14,-13900.0,3.09,-20000.0,3.09,-6070.0,2.29,-15300.0,3.02,8690.0,0.0298,39.7,0.0298,1680.0,2.22,,,,,,,,,,,0.231,0.0247,,,,,6.09e-08,3.9e-08,5.81e-07,3.72e-07,2.21e-08,1.42e-08,3.64e-08,2.32e-08,,,2.64e-07,2.91e-08,1.18e-06,5.35e-07,1.39e-07,6.29e-08,6.05e-07,1.93e-07,,,,
30,41,71Zn,0,2.42,m,0.08,1/2-,β⁻,100.0,,-67300.0,2.65,2810.0,2.77,-4610.0,3.04,-5630.0,3.04,,,,,-6010.0,3.92,-471.0,2.36,,,,,2570.0,2.77,-11900.0,3.47,-15400.0,3.41,-6480.0,2.88,-14100.0,3.75,8680.0,0.0374,50.8,0.0374,1520.0,2.36,,,,,,,,,,,,,,,,,3.28e-09,2.1e-09,6.23e-08,3.99e-08,2.36e-09,1.51e-09,4.79e-09,3.06e-09,,,3.28e-09,2.1e-09,6.23e-08,3.99e-08,2.36e-09,1.51e-09,4.79e-09,3.06e-09,,,,
30,44,74Zn,0,96,s,1,0+,β⁻,100.0,,-65700.0,2.51,2290.0,3.91,-9750.0,6.64,-10700.0,6.64,,,,,-8960.0,3.3,218.0,2.72,,,,,7660.0,2.51,-17000.0,200.0,-22900.0,3.49,-4120.0,3.02,-13300.0,3.55,8640.0,0.034,15.7,0.034,1680.0,2.23,,,,,,,,,,,0.243,0.00893,1.27,0.0961,,,2.5e-06,1.6e-06,4.41e-06,2.82e-06,3.81e-07,2.44e-07,1.17e-06,7.48e-07,,,3.23e-06,1.45e-06,5.06e-06,3.24e-06,6.54e-07,4.19e-07,2.72e-06,1.74e-06,,,,
30,43,73Zn,0,24.5,s,0.2,1/2-,β⁻,100.0,,-65500.0,1.86,4100.0,2.5,-6600.0,2.69,-7620.0,2.69,,,,,-8030.0,4.16,-2.35,2.28,,,,,5700.0,1.86,-15400.0,3.05,-18600.0,2.91,-5070.0,2.03,-11500.0,2.63,8640.0,0.0254,29.5,0.0254,1350.0,2.11,,,,,,,,,,,,,,,,,4.62e-07,2.96e-07,1.64e-06,1.05e-06,1.1e-07,7.1e-08,3.8e-07,2.43e-07,,,1e-06,6.46e-07,2.39e-06,1.53e-06,3.14e-07,2.01e-07,2.06e-06,6.59e-07,,,,
